EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,FireReason
1592,Charlee,Wiggins,14-Jun-20,18-Jul-23,Production Technician I,Betty Robinson,charlee.wiggins@bilearner.com,WBL,Exited,Full-Time,Zone A,Full-Time,Retirement,Base source sort contain sport.,Production,Engineers,8/15/1981,MA,Engineer,Male,20973,Other,Single,Exceeds,3,Work-life balance
1593,Natalia,Hamilton,5-Dec-20,,Production Technician I,Betty Martin,natalia.hamilton@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production,Catv,11/18/1984,MA,Laborer,Male,43757,Asian,Widowed,Exceeds,3,
1594,Kierra,Boone,16-Jul-22,,Production Technician I,Daniel Robinson,kierra.boone@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production,Aerial,4/30/1968,MA,Lineman,Female,32811,Black,Single,Exceeds,3,
1595,Charlie,Ramirez,9-Jun-23,,Production Technician I,Betty Martin,charlie.ramirez@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production,General - Eng,9/11/1969,MA,Administrative,Female,75995,Black,Married,Exceeds,3,
1596,Chris,Johnson,2-Mar-20,25-May-20,Production Technician I,Paul Brown,chris.johnson@bilearner.com,CCDR,Exited,Contract,Zone C,Temporary,Voluntary,Follow tax above large president high.,Production,General - Sga,8/15/1958,MA,Administrator,Female,2999,Other,Married,Exceeds,3,Position eliminated
1597,John,Bentley,23-Nov-18,27-Sep-21,Production Technician I,Paul Brown,john.bentley@bilearner.com,SVG,Exited,Part-Time,Zone C,Temporary,Voluntary,Few as next east face window fight admit.,Production,Project Management - Con,2/23/1998,MA,Coordinator,Female,75959,White,Married,Exceeds,3,Not a good culture fit
1598,Myla,Mcintyre,27-May-19,19-Jun-23,Production Technician I,Sarah Robinson,myla.mcintyre@bilearner.com,EW,Exited,Contract,Zone A,Part-Time,Resignation,Treatment food too ten fill.,Production,General - Con,3/5/1978,MA,Groundman,Female,8372,Black,Divorced,Needs Improvement,3,Going back to school
1599,Demarcus,Ware,18-May-22,10-Apr-23,Production Technician II,Joseph Miller,demarcus.ware@bilearner.com,BPC,Exited,Full-Time,Zone C,Full-Time,Resignation,Late hand figure just price blood.,Production,Field Operations,11/13/1975,MA,Laborer,Male,82257,White,Divorced,Exceeds,3,Attendance issues
1600,Devon,Daniels,6-Nov-18,,Production Technician II,Mark Harris,devon.daniels@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production,General - Con,5/19/1993,MA,Technician,Female,23314,Hispanic,Married,Exceeds,3,
1601,Odin,Heath,29-Mar-22,24-Jul-23,Production Technician II,John Thompson,odin.heath@bilearner.com,SVG,Exited,Part-Time,Zone C,Temporary,Resignation,Participant create society method tough team.,Production,Engineers,10/8/1990,MA,Engineer,Male,45740,Asian,Single,Exceeds,3,Work-life balance
1602,Bryanna,Mahoney,4-Nov-21,10-May-22,Production Technician II,Sarah Robinson,bryanna.mahoney@bilearner.com,EW,Exited,Full-Time,Zone A,Part-Time,Voluntary,Event increase laugh same whatever.,Production,General - Con,10/10/2000,MA,Technician,Female,60262,Asian,Married,Exceeds,3,Not a good culture fit
1603,Ashlynn,Thompson,27-Apr-23,,Production Technician II,Mark Davis,ashlynn.thompson@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production,General - Con,12/25/1968,MA,Locator,Male,29223,White,Single,Exceeds,3,
1604,Ansley,Duke,8-Mar-20,,Production Technician II,Susan Garcia,ansley.duke@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production,General - Con,10/19/1976,MA,Operator,Male,80948,Asian,Married,Exceeds,3,
1605,Izaiah,Quinn,27-Apr-19,8-Oct-20,Production Technician I,Mark Walker,izaiah.quinn@bilearner.com,NEL,Exited,Full-Time,Zone B,Full-Time,Resignation,West hold these man affect heavy from myself.,Production,Field Operations,10/20/1956,MA,Laborer,Female,95266,Black,Single,Exceeds,3,Personal reasons
1606,Hillary,Clements,11-May-19,,Production Technician I,Sarah Robinson,hillary.clements@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production,Field Operations,3/6/1944,MA,Laborer,Female,33304,White,Divorced,Exceeds,3,
1607,Diana,Cameron,9-Mar-21,,Production Technician I,John Thompson,diana.cameron@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Production,Shop (Fleet),12/10/1987,MA,Shop,Female,36632,Hispanic,Married,Needs Improvement,3,
1608,Rhianna,Allison,5-Nov-20,,Production Technician I,Jessica King,rhianna.allison@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production,Field Operations,2/24/1997,MA,Technician,Female,20625,White,Widowed,PIP,3,
1609,Ramon,Watson,12-Sep-18,25-Feb-23,Production Technician I,Joseph Walker,ramon.watson@bilearner.com,SVG,Exited,Contract,Zone A,Full-Time,Retirement,Fight look song material year happen.,Production,General - Eng,11/26/1953,MA,Engineer,Male,26283,Black,Married,PIP,3,Better opportunity
1610,Raegan,Spence,9-Nov-19,18-Nov-19,Production Technician I,James Harris,raegan.spence@bilearner.com,EW,Exited,Part-Time,Zone B,Full-Time,Involuntary,Option action around live school rich spend.,Production,General - Con,1/28/1986,MA,Flagger,Female,67750,White,Single,Needs Improvement,3,Relocation
1611,Jacoby,Singleton,29-Nov-18,9-Jul-22,Production Technician I,Jessica King,jacoby.singleton@bilearner.com,MSC,Exited,Full-Time,Zone C,Part-Time,Voluntary,Over almost sport stay.,Production,Project Management - Con,1/25/1962,MA,Coordinator,Female,53913,Hispanic,Widowed,Needs Improvement,3,Seeking new challenges
1612,Kara,Yates,3-Jul-22,22-Feb-23,Production Technician I,Laura Miller,kara.yates@bilearner.com,TNS,Exited,Part-Time,Zone B,Temporary,Retirement,Foreign truth concern break ground.,Production,General - Sga,5/28/1993,MA,Lineman,Male,76052,White,Single,Needs Improvement,3,Found a better role
1613,Beau,Barron,26-Sep-19,1-Aug-20,Production Technician I,Joseph Miller,beau.barron@bilearner.com,PYZ,Exited,Contract,Zone C,Full-Time,Voluntary,Real public realize evening building middle.,Production,Field Operations,7/3/1995,MA,Laborer,Female,61768,Other,Single,Exceeds,3,Position eliminated
1614,Giovanna,Morton,23-Dec-22,,Production Technician I,John Thompson,giovanna.morton@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,Production,Field Operations,3/19/1951,MA,Director,Male,33335,Asian,Divorced,Needs Improvement,3,
1615,Braelyn,Dominguez,19-Jan-23,,Production Technician I,James Allen,braelyn.dominguez@bilearner.com,NEL,Active,Part-Time,Zone C,Part-Time,Unk,,Production,General - Con,1/16/1960,MA,Foreman,Male,69290,White,Married,Exceeds,3,
1616,Rhett,Andrews,1-Oct-18,,Production Technician I,Michael Walker,rhett.andrews@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,Unk,,Production,Field Operations,6/3/1991,MA,Laborer,Female,65106,Black,Divorced,Needs Improvement,3,
1617,Terrell,Crosby,18-Feb-22,,Production Technician I,Jennifer Thompson,terrell.crosby@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production,Aerial,12/27/1991,MA,Lineman,Female,12740,Black,Divorced,Needs Improvement,3,
1618,Corbin,Roberson,9-Dec-21,,Production Technician I,James Harris,corbin.roberson@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production,Field Operations,6/16/1977,MA,Laborer,Male,58121,White,Widowed,Needs Improvement,3,
1619,Micheal,Drake,1-Jan-19,23-Sep-21,Production Technician I,Paul Davis,micheal.drake@bilearner.com,SVG,Exited,Part-Time,Zone B,Full-Time,Retirement,Letter happen cut.,Production,General - Con,8/8/1964,MA,Foreman,Female,95591,Black,Widowed,Needs Improvement,3,Health reasons
1620,Evie,Mclaughlin,27-May-20,,Production Technician I,Linda King,evie.mclaughlin@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,Production,Executive,3/4/1967,MA,Executive Assistant,Male,70072,Asian,Single,Needs Improvement,3,
1621,Robert,Hubert,21-Sep-21,28-Jan-23,BI Developer,Laura Miller,robert.hubert@bilearner.com,MSC,Exited,Full-Time,Zone B,Temporary,Involuntary,That commercial east message peace.,IT/IS,Field Operations,12/9/1975,MA,Supervisor,Male,2134,Other,Divorced,Needs Improvement,3,Poor performance
1622,Matthew,Westinghouse,30-Aug-21,22-Mar-22,BI Developer,Paul King,matthew.westinghouse@bilearner.com,TNS,Exited,Contract,Zone A,Part-Time,Retirement,Television represent skill police.,IT/IS,Aerial,1/21/1942,MA,Director,Male,2134,Asian,Single,Needs Improvement,3,Conflict with manager
1623,Jason,Smith,19-Jun-23,31-Jul-23,BI Developer,Paul Davis,jason.smith@bilearner.com,PYZ,Exited,Full-Time,Zone C,Temporary,Voluntary,Stage pay south word speak.,IT/IS,Finance & Accounting,6/17/2001,MA,Intern,Male,2045,Other,Divorced,Needs Improvement,3,Company downsizing
1624,Charlie,Wang,12-May-23,16-May-23,Senior BI Developer,William Clark,charlie.wang@bilearner.com,WBL,Exited,Full-Time,Zone A,Temporary,Resignation,Call certain industry out believe show.,IT/IS,Field Operations,10/22/1996,MA,Top Hand,Male,1887,White,Widowed,Needs Improvement,3,Career change
1625,Kurt,Navathe,5-Jun-22,,Senior BI Developer,Daniel Robinson,kurt.navathe@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Shop (Fleet),9/16/1977,MA,Manager,Male,2056,Other,Single,Exceeds,3,
1626,Katie,Roper,17-Sep-20,8-Jun-21,Data Architect,Mark Davis,katie.roper@bilearner.com,PL,Exited,Full-Time,Zone B,Temporary,Resignation,To national third with give law live.,IT/IS,General - Con,5/12/1947,MA,Technician,Female,2056,Other,Married,Needs Improvement,3,Company downsizing
1627,Maggie,Rachael,15-May-23,,BI Developer,David Robinson,maggie.rachael@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,1/14/1966,MA,Technician,Female,2110,Other,Divorced,Exceeds,3,
1628,Binh,Le,15-Dec-18,14-Nov-19,Senior BI Developer,Betty Walker,binh.le@bilearner.com,CCDR,Exited,Part-Time,Zone A,Temporary,Retirement,Evidence but adult coach claim minute simple.,IT/IS,Catv,4/12/1974,MA,Foreman,Female,1886,Asian,Single,Needs Improvement,3,Seeking higher pay
1629,Lucia,Peterson,6-Nov-19,22-Mar-23,BI Developer,Daniel Robinson,lucia.peterson@bilearner.com,PL,Exited,Part-Time,Zone B,Full-Time,Voluntary,Prevent sing be member democratic.,IT/IS,Field Operations,1/4/1946,MA,Engineer,Female,2970,Hispanic,Married,Fully Meets,3,Career change
1630,Nola,Moss,25-Apr-21,25-Oct-22,BI Developer,John Thompson,nola.moss@bilearner.com,BPC,Exited,Contract,Zone C,Temporary,Involuntary,Avoid no beat from interesting.,IT/IS,General - Con,2/5/1944,MA,Foreman,Female,13058,Other,Single,Fully Meets,3,Found a better role
1631,Chance,Braun,17-Jun-23,19-Jul-23,BI Developer,Joseph Walker,chance.braun@bilearner.com,CCDR,Exited,Full-Time,Zone C,Full-Time,Voluntary,President site student thank community.,IT/IS,Executive,10/24/1986,MA,Executive Assistant,Female,20602,White,Widowed,Fully Meets,3,Position eliminated
1632,Alma,Pennington,14-Jan-22,,BI Developer,James Martinez,alma.pennington@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,8/6/1970,MA,Driller,Female,40731,Black,Widowed,Fully Meets,3,
1633,Miley,French,22-Oct-18,13-Mar-19,Area Sales Manager,James Davis,miley.french@bilearner.com,EW,Exited,Contract,Zone B,Temporary,Involuntary,Establish hotel up value property.,IT/IS,Field Operations,5/5/1994,MA,Laborer,Female,94379,Black,Widowed,Fully Meets,3,Going back to school
1634,Kole,Levine,17-Oct-21,13-Nov-22,Area Sales Manager,James Davis,kole.levine@bilearner.com,MSC,Exited,Contract,Zone C,Part-Time,Voluntary,Partner decide help quite whether market.,IT/IS,Finance & Accounting,7/22/1974,MA,Administration,Male,62674,Black,Divorced,Fully Meets,3,Personal reasons
1635,Azul,Watkins,19-Oct-21,10-Apr-23,Area Sales Manager,Mark Walker,azul.watkins@bilearner.com,TNS,Exited,Full-Time,Zone C,Part-Time,Retirement,Upon south nice five reduce lose.,IT/IS,Safety,9/26/1988,MA,Safety,Male,18618,Hispanic,Single,Fully Meets,3,Relocation
1636,Landen,Blanchard,16-Oct-18,17-Dec-18,Sales Manager,Paul Davis,landen.blanchard@bilearner.com,SVG,Exited,Contract,Zone B,Part-Time,Involuntary,Four look heavy by much.,Admin Offices,Aerial,11/7/1998,MA,Lineman,Male,6067,White,Single,Fully Meets,3,Work-life balance
1637,Leroy,Norman,26-Apr-20,21-Jul-20,Sales Manager,Mark Davis,leroy.norman@bilearner.com,EW,Exited,Full-Time,Zone C,Part-Time,Resignation,Rather which writer family.,Admin Offices,General - Con,1/18/1986,MA,Foreman,Male,78952,Black,Divorced,Fully Meets,3,Health reasons
1638,Nikhil,Pineda,22-Jan-20,26-Oct-22,Sales Manager,Daniel Harris,nikhil.pineda@bilearner.com,MSC,Exited,Full-Time,Zone B,Full-Time,Involuntary,Suggest point then however matter close her.,Sales,Finance & Accounting,7/20/1994,MA,Accounting,Male,82541,Asian,Divorced,Fully Meets,3,Not a good culture fit
1639,Kadence,Simon,30-Mar-22,21-Jul-22,BI Director,Jennifer Thompson,kadence.simon@bilearner.com,EW,Exited,Full-Time,Zone A,Full-Time,Resignation,Prevent entire business ask meeting contain tree.,IT/IS,Field Operations,1/10/1958,MA,Technician,Male,87307,Black,Married,Fully Meets,3,Poor performance
1640,Elliot,Phillips,29-May-21,3-Sep-22,BI Developer,Michael Walker,elliot.phillips@bilearner.com,MSC,Exited,Contract,Zone A,Full-Time,Voluntary,Item many international assume almost whole.,IT/IS,Engineers,8/30/1961,MA,Field Project Manager,Female,59443,Hispanic,Divorced,Fully Meets,3,Better opportunity
1641,Taniya,Daniels,9-Mar-23,30-May-23,BI Developer,Daniel Martinez,taniya.daniels@bilearner.com,NEL,Exited,Part-Time,Zone C,Temporary,Voluntary,Shake war over young like anything order.,IT/IS,Field Operations,10/6/1989,MA,Laborer,Female,40835,Other,Married,Fully Meets,3,Conflict with manager
1642,Julia,Jimenez,22-Nov-19,28-Dec-19,BI Developer,Michael Walker,julia.jimenez@bilearner.com,PL,Exited,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,9/23/1946,MA,Project Manager,Female,9049,Black,Single,Fully Meets,3,Seeking new challenges
1643,Kamden,Paul,7-Apr-19,22-Dec-20,Area Sales Manager,William Clark,kamden.paul@bilearner.com,SVG,Exited,Full-Time,Zone A,Full-Time,Involuntary,Player when almost cultural.,IT/IS,Aerial,5/19/1981,MA,Supervisor,Male,12567,Other,Widowed,Fully Meets,3,End of contract term
1644,Octavio,Hicks,23-Mar-23,28-Mar-23,Area Sales Manager,Daniel Allen,octavio.hicks@bilearner.com,TNS,Exited,Contract,Zone C,Temporary,Voluntary,Away painting appear six live radio.,IT/IS,Aerial,10/5/2000,MA,Foreman,Male,94154,Other,Widowed,Fully Meets,3,Attendance issues
1645,Jaidyn,Malone,18-Feb-21,28-Oct-22,Area Sales Manager,Karen Clark,jaidyn.malone@bilearner.com,WBL,Exited,Part-Time,Zone A,Temporary,Resignation,Be choice ever concern.,IT/IS,Fielders,12/19/1975,MA,Engineer,Male,42258,Hispanic,Widowed,Fully Meets,3,Better opportunity
1646,Cora,Perez,5-Apr-19,7-May-21,Sales Manager,Jennifer Thompson,cora.perez@bilearner.com,SVG,Exited,Contract,Zone C,Full-Time,Voluntary,Fight beautiful describe personal.,Admin Offices,General - Sga,6/17/1987,MA,Engineer,Male,74220,Black,Divorced,Fully Meets,3,Poor performance
1647,Isis,Ayala,23-Oct-19,9-Jul-22,Sales Manager,John Thompson,isis.ayala@bilearner.com,EW,Exited,Contract,Zone B,Part-Time,Involuntary,Book fill person size institution number attack.,IT/IS,Catv,2/3/1986,MA,Foreman,Male,47015,Black,Widowed,Fully Meets,3,Company downsizing
1648,Charlee,Calhoun,14-May-21,,Sales Manager,Betty Martin,charlee.calhoun@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Aerial,8/19/1977,MA,Driver,Male,96848,White,Single,Fully Meets,3,
1649,Walter,Pruitt,19-Mar-19,,CIO,Sarah Robinson,walter.pruitt@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Wireline Construction,3/10/1964,TX,Groundman,Male,87451,White,Single,Fully Meets,3,
1650,Julie,Harrington,8-May-19,1-Oct-20,BI Director,Laura Miller,julie.harrington@bilearner.com,NEL,Exited,Part-Time,Zone C,Temporary,Resignation,Past stand forget offer serious never.,IT/IS,Engineers,2/27/1946,MA,Technician,Male,29739,Asian,Widowed,Fully Meets,3,Conflict with manager
1651,Amara,Wood,5-Oct-19,21-May-23,BI Developer,Robert Wright,amara.wood@bilearner.com,PL,Exited,Part-Time,Zone A,Temporary,Involuntary,Offer hundred defense street draw glass thank.,IT/IS,Aerial,1/23/1993,MA,Laborer,Female,13117,Black,Widowed,Fully Meets,3,Relocation
1652,Nevaeh,Ponce,29-Nov-21,31-May-22,BI Developer,Betty Walker,nevaeh.ponce@bilearner.com,BPC,Exited,Full-Time,Zone C,Full-Time,Resignation,Environment campaign left bar.,IT/IS,Field Operations,6/1/1985,MA,Driver,Female,2581,White,Single,Fully Meets,3,Health reasons
1653,Greta,Fields,6-Nov-18,26-Dec-19,Area Sales Manager,Robert Wright,greta.fields@bilearner.com,EW,Exited,Part-Time,Zone B,Temporary,Involuntary,Within amount each onto hair. Single hope threat.,IT/IS,Field Operations,1/7/1957,MA,Foreman,Male,63435,Hispanic,Married,Fully Meets,3,Going back to school
1654,Zackery,Hess,27-Jul-21,23-Nov-21,Area Sales Manager,Daniel Harris,zackery.hess@bilearner.com,MSC,Exited,Full-Time,Zone B,Temporary,Resignation,Should three accept interesting these.,IT/IS,Engineers,12/19/1999,MA,Administrative,Male,87224,Black,Divorced,Fully Meets,3,Position eliminated
1655,Chloe,Gould,18-Jul-23,,Area Sales Manager,John Thompson,chloe.gould@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Wireline Construction,9/1/1942,MA,Project Manager,Male,3563,Black,Married,Fully Meets,3,
1656,Elyse,Chandler,4-Sep-22,,Senior BI Developer,Betty Walker,elyse.chandler@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Admin Offices,Field Operations,5/20/1985,MA,Tower Hand,Male,10497,Black,Single,Fully Meets,3,
1657,Isaias,Briggs,24-May-19,,Sales Manager,Jennifer Taylor,isaias.briggs@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Engineers,8/30/1969,MA,Engineer,Male,38675,Other,Married,Fully Meets,3,
1658,Allison,Frank,3-Nov-19,,Sales Manager,James Harris,allison.frank@bilearner.com,EW,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,12/29/1975,MA,Laborer,Male,72313,Other,Widowed,Fully Meets,3,
1659,Joaquin,Hahn,26-Nov-19,19-Mar-21,Sales Manager,Laura Miller,joaquin.hahn@bilearner.com,MSC,Exited,Full-Time,Zone C,Part-Time,Involuntary,North rise until plan join.,Sales,Field Operations,6/30/1977,MA,Laborer,Female,39930,White,Single,Fully Meets,3,Seeking new challenges
1660,Drake,Nicholson,9-Aug-22,1-Sep-22,CIO,James Harris,drake.nicholson@bilearner.com,WBL,Exited,Contract,Zone B,Full-Time,Retirement,Tax five question.,IT/IS,General - Con,7/2/1971,MA,Technician,Male,47536,Other,Widowed,Fully Meets,3,Work-life balance
1661,Kenna,Porter,19-Mar-19,,BI Director,Laura Miller,kenna.porter@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Finance & Accounting,5/16/1982,MA,Clerk,Male,91255,Hispanic,Divorced,Fully Meets,3,
1662,Peter,Wong,25-Nov-18,,BI Developer,James Allen,peter.wong@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Engineers,11/4/1963,MA,Engineer,Female,19115,Hispanic,Married,Fully Meets,3,
1663,Fatima,Pennington,10-Apr-22,3-Apr-23,BI Developer,Mark Walker,fatima.pennington@bilearner.com,BPC,Exited,Full-Time,Zone C,Full-Time,Retirement,Economic its member focus growth.,IT/IS,Aerial,1/30/1961,MA,Lineman,Female,32063,Asian,Widowed,Fully Meets,3,Not a good culture fit
1664,Lainey,Ayers,2-Apr-21,,Area Sales Manager,Joseph Miller,lainey.ayers@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Splicing,9/10/1991,MA,Laborer,Male,2597,White,Single,Fully Meets,3,
1665,Tania,Jennings,22-Dec-19,,Area Sales Manager,Betty Martin,tania.jennings@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Project Management - Con,7/10/1963,MA,Coordinator,Male,30018,Black,Widowed,Fully Meets,3,
1666,Kara,Ferrell,14-Aug-21,,Area Sales Manager,Robert Wright,kara.ferrell@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,7/22/1978,OR,Locator,Male,38619,Black,Divorced,Fully Meets,3,
1667,George,Sheppard,28-Aug-18,,Senior BI Developer,Karen Miller,george.sheppard@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,Splicing,3/19/1972,MA,Splicer,Male,62112,Black,Widowed,Fully Meets,3,
1668,Taniyah,Mcmillan,10-Jul-23,,Senior BI Developer,Betty Martin,taniyah.mcmillan@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,Admin Offices,Aerial,9/7/1947,MA,Laborer,Male,35842,Black,Single,Fully Meets,3,
1669,Kole,Avila,18-Sep-20,,Sales Manager,Daniel Robinson,kole.avila@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,9/14/1961,MA,Executive Assistant,Male,78813,Asian,Divorced,Fully Meets,3,
1670,Ernest,Munoz,18-Jul-19,,Sales Manager,John Thompson,ernest.munoz@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,Splicing,11/6/1960,MA,Laborer,Female,4772,Other,Widowed,Fully Meets,3,
1671,Rose,Jordan,21-Nov-21,12-Dec-21,Sales Manager,Mark White,rose.jordan@bilearner.com,MSC,Exited,Contract,Zone A,Full-Time,Involuntary,Position face whose and cut consider wide.,Sales,Project Management - Con,10/10/1964,MA,Coordinator,Female,83162,White,Married,Fully Meets,3,Personal reasons
1672,Amaris,Torres,8-Mar-21,,CIO,William Clark,amaris.torres@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Field Operations,5/26/1947,MA,Tester,Male,21426,Asian,Married,Fully Meets,3,
1673,Titus,Lowe,21-Aug-19,,BI Director,Jennifer Taylor,titus.lowe@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,General - Con,11/7/1950,MA,Laborer,Female,74874,Other,Widowed,Fully Meets,3,
1674,Savanah,Prince,30-Apr-22,9-Jun-23,BI Developer,Jennifer Thompson,savanah.prince@bilearner.com,MSC,Exited,Part-Time,Zone B,Full-Time,Involuntary,Tax reduce by firm.,IT/IS,Wireline Construction,6/17/1946,MA,Laborer,Female,56043,Other,Married,Fully Meets,3,Seeking higher pay
1675,Dawson,Pollard,3-Feb-23,16-Apr-23,Area Sales Manager,John Thompson,dawson.pollard@bilearner.com,SVG,Exited,Full-Time,Zone A,Part-Time,Resignation,Simply class career vote.,IT/IS,Field Operations,11/2/1959,MA,Technician,Male,59192,Hispanic,Widowed,Fully Meets,3,End of contract term
1676,Moises,Day,8-May-23,,Area Sales Manager,Michael Allen,moises.day@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Catv,8/12/1963,MA,Foreman,Male,82767,Other,Widowed,Fully Meets,3,
1677,Sadie,Sheppard,29-Jul-22,,Area Sales Manager,Robert Young,sadie.sheppard@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Con,11/22/1965,OR,Foreman,Female,44156,Other,Widowed,Fully Meets,3,
1678,Soren,Coleman,18-Nov-20,22-May-21,Senior BI Developer,Joseph Miller,soren.coleman@bilearner.com,PL,Exited,Part-Time,Zone A,Part-Time,Resignation,Republican threat song to rock.,Admin Offices,Field Operations,3/28/1946,MA,Technician,Female,59433,Black,Widowed,Fully Meets,3,Career change
1679,Sage,Morris,16-May-21,14-Apr-22,Senior BI Developer,Laura Miller,sage.morris@bilearner.com,BPC,Exited,Part-Time,Zone C,Part-Time,Voluntary,Hope notice white husband turn manage.,Admin Offices,Engineers,12/14/1944,MA,Project Manager,Male,42691,Black,Widowed,Fully Meets,3,Seeking new challenges
1680,Lillian,Steele,25-Oct-19,16-Oct-20,Senior BI Developer,Linda King,lillian.steele@bilearner.com,CCDR,Exited,Full-Time,Zone C,Temporary,Involuntary,Soon prove offer couple word science.,IT/IS,General - Con,9/1/1976,MA,Laborer,Male,33673,Other,Divorced,Fully Meets,3,Career change
1681,Deanna,Meza,5-Mar-23,4-May-23,Sales Manager,Betty Martin,deanna.meza@bilearner.com,SVG,Exited,Contract,Zone B,Temporary,Retirement,I western water easy practice dinner none.,IT/IS,Engineers,10/10/1974,MA,Engineer,Female,34659,White,Divorced,Fully Meets,3,Work-life balance
1682,Troy,Todd,1-Jun-21,,Sales Manager,Michael Thompson,troy.todd@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,12/29/1970,MA,Foreman,Female,65125,Black,Married,Fully Meets,3,
1683,Beckett,Shea,22-Jan-22,25-Jul-22,Sales Manager,Paul Brown,beckett.shea@bilearner.com,MSC,Exited,Full-Time,Zone B,Part-Time,Voluntary,Heart lose care sort deal.,Sales,Aerial,2/14/1988,MA,Lineman,Female,97969,Other,Married,Fully Meets,3,Health reasons
1684,Eve,Barker,9-Jul-23,31-Jul-23,CIO,Jennifer Taylor,eve.barker@bilearner.com,WBL,Exited,Contract,Zone A,Part-Time,Involuntary,Not budget never social yourself agreement.,IT/IS,Engineers,3/7/1963,MA,Engineer,Male,18894,Hispanic,Widowed,Fully Meets,3,Going back to school
1685,Lillie,Wilkerson,11-Nov-18,27-May-19,BI Director,Mark Davis,lillie.wilkerson@bilearner.com,NEL,Exited,Full-Time,Zone A,Full-Time,Retirement,Action whatever school machine fear.,IT/IS,Aerial,6/26/1968,MA,Foreman,Female,16287,Black,Divorced,Fully Meets,3,End of contract term
1686,Alexis,Harrell,5-Jan-21,18-Jun-21,BI Developer,Laura Miller,alexis.harrell@bilearner.com,SVG,Exited,Contract,Zone C,Full-Time,Retirement,Scientist become a become value cell policy.,IT/IS,Finance & Accounting,3/6/1954,MA,Intern,Male,63472,Black,Widowed,Fully Meets,3,Company downsizing
1687,Mylee,Snow,25-Nov-22,,Area Sales Manager,John Thompson,mylee.snow@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Engineers,4/25/1967,MA,Drafter,Male,19801,White,Widowed,Fully Meets,3,
